Sujeto,Relación,Objeto
President Monroe,action on Bonus Bill,vetoed as unconstitutional
President Monroe,successor of,James Madison
President Monroe,year of succession,1817
Nathaniel Macon,state of representation,North Carolina
Nathaniel Macon,position,Senator
Nathaniel Macon,political faction,Old Republicans
John Randolph,location identifier,Roanoke
John Randolph,state of residence,Virginia
John Randolph,position,Representative
John Randolph,political faction,Old Republicans
Fourteenth Congress,action on congressional compensation,"raised salary to $1,500 per year"
summer of 1816,nickname,eighteen-hundred-and-froze-to-death
fall elections of 1816,result,expelled two-thirds of representatives
James Monroe,year of election,1816
James Monroe,state of residence,Virginia
James Monroe,neighbor of,Thomas Jefferson
James Monroe,neighbor of,James Madison
James Monroe,dress style,powdered wig and knee breeches
Boston paper,proclamation about Monroe administration,Era of Good Feelings
General Andrew Jackson,victory in 1814,defeated Red Sticks
General Andrew Jackson,action after 1814 victory,forced Creek Indians to surrender territories
Creek Indians,territories surrendered,along Georgia's border with Spanish Florida
Creek Indians,territories surrendered,north into Alabama and Mississippi
southwestern tribes,land lost by 1820,50 million acres
Negro Fort,former status,British outpost
Negro Fort,location,near Gulf coast in Spanish Florida
Negro Fort,occupants,hundreds of runaway slaves
American expedition,action in fall of 1816,destroyed Negro Fort
First Seminole War,start date,early 1818
President Monroe,order to Jackson,enter Florida and subdue Indians without disturbing Spanish
Andrew Jackson,action in Florida,seized Florida panhandle
Andrew Jackson,action in Florida,occupied Spanish settlements
Andrew Jackson,action in Florida,executed two British subjects
John Quincy Adams,position,Secretary of State
Luis de Onís,position,Spanish minister
Adams-Onís Treaty,year of signing,1819
Adams-Onís Treaty,signatories,John Quincy Adams and Luis de Onís
Adams-Onís Treaty,grant to United States,Florida
Adams-Onís Treaty,United States agreement,cover up to $5 million of Spain's debts
Second Seminole War,years,1835-1842
Third Seminole War,years,1855-1858
Bank of the United States,action in late 1818,sought specie from debtor banks
Panic of 1819,timing,late 1818
Panic of 1819,effect,froze commercial economy
Philip P. Barbour,state of representation,Virginia
Philip P. Barbour,position,Congressman
Philip P. Barbour,political faction,Old Republicans
President Monroe,action in 1824,endorsed higher tariff
Henry Clay,state of residence,Kentucky
Henry Clay,position,Speaker of the House of Representatives
Henry Clay,program proposal,American System
American System,components,raise tariffs to stimulate industry
American System,components,support Bank of the United States
American System,components,sell public lands at high prices for national transportation network
Congress,action in 1824,raised tariff to average of 37 percent
territory of Missouri,action in 1819,sought statehood
James Tallmadge Jr.,state of representation,New York
James Tallmadge Jr.,position,Representative
James Tallmadge Jr.,proposal in 1819,amendments to prohibit slave importation into Missouri
James Tallmadge Jr.,proposal in 1819,amendments to free unborn children of slaves in Missouri
Rufus King,position,Senator
Rufus King,party affiliation,Federalist
Arthur Livermore,state of representation,New Hampshire
John W. Walker,state of representation,Alabama
John W. Walker,position,Senator
Thomas W. Cobb,state of residence,Georgia
Thomas W. Cobb,position,Congressman
Henry Clay,role in 1820,supported Missouri Compromise
Missouri Compromise,year,1820
Missouri Compromise,provision,Missouri admitted with slavery
Missouri Compromise,provision,slavery barred from Louisiana Purchase north of 36°30'
Missouri Compromise,provision,Maine admitted as free state
Maine,former status,part of Massachusetts
John Randolph,location identifier,Roanoke
John Randolph,state of representation,Virginia
John Randolph,position,Representative
John Randolph,term coined,doughfaces
Thomas Jefferson,reaction to Missouri crisis,filled with terror
President James Monroe,annual message year,1823
President James Monroe,proclamation,Monroe Doctrine
Monroe Doctrine,provision,oppose new colonies in Americas
Monroe Doctrine,provision,oppose reestablishment of old colonies in Americas
Monroe Doctrine,provision,United States would not interfere in European affairs
Presidential election of 1820,candidate,James Monroe
Presidential election of 1820,opposition,none
William H. Crawford,state of residence,Georgia
William H. Crawford,position,Secretary of the Treasury
William H. Crawford,party affiliation,Republican
Martin Van Buren,state of residence,New York
Martin Van Buren,position,Senator
John Quincy Adams,position,Secretary of State
John Quincy Adams,father,former president John Adams
Henry Clay,state of residence,Kentucky
Henry Clay,position,Congressman
John C. Calhoun,position,Secretary of War
John C. Calhoun,state of residence,South Carolina
John C. Calhoun,acceptance in 1824 election,vice presidency
Tennessee legislature,action in 1822,added Andrew Jackson to candidate list
Andrew Jackson,boyhood location,Carolina frontier
Andrew Jackson,service as boy,American Revolution
Andrew Jackson,moved to city,"Nashville, Tennessee"
Andrew Jackson,military position,major general of Tennessee militia
Andrew Jackson,victory location,New Orleans
Andrew Jackson,nickname,Old Hickory
Presidential election of 1824,candidates,William H. Crawford
Presidential election of 1824,candidates,John Quincy Adams
Presidential election of 1824,candidates,Henry Clay
Presidential election of 1824,candidates,Andrew Jackson
Andrew Jackson,participant in,U.S. presidential election of 1824
John Quincy Adams,participant in,U.S. presidential election of 1824
William H. Crawford,participant in,U.S. presidential election of 1824
Henry Clay,position of,Speaker of the House of Representatives
Henry Clay,position of,Secretary of State under John Quincy Adams
John Quincy Adams,position of,President of the United States
Andrew Jackson,place of origin,South and West (United States)
Martin Van Buren,place of origin,"Kinderhook, New York"
Martin Van Buren,occupation,U.S. Senator from New York
Martin Van Buren,member of,Democratic-Republican Party
Martin Van Buren,member of,Bucktail faction
Martin Van Buren,member of,Albany Regency
Thomas Ritchie,occupation,editor in Virginia
William H. Crawford,participant in,U.S. presidential election of 1824
John C. Calhoun,supporter of,Andrew Jackson's 1828 campaign
U.S. Telegraph,role as,Jackson's chief Washington newspaper
Rachel Jackson,spouse of,Andrew Jackson
Daniel Webster,position of,U.S. Senator from Massachusetts
Andrew Jackson,winner of,U.S. presidential election of 1828
Andrew Jackson,vote total in 1828,56 percent of the popular vote
Andrew Jackson,electoral votes in 1828,176 out of 261
John Quincy Adams,electoral support in 1828,New England and tariff-conscious states of Kentucky and Louisiana
William L. Marcy,position of,U.S. Senator from New York
Cherokees,member of,Five Civilized Tribes
Creeks,member of,Five Civilized Tribes
Choctaws,member of,Five Civilized Tribes
Chickasaws,member of,Five Civilized Tribes
Seminoles,member of,Five Civilized Tribes
Five Civilized Tribes,land controlled in 1820s,50 million acres
Cherokees,population,"15,000"
Cherokees,land controlled,"10 million acres in northwest Georgia and nearby areas of North Carolina, Alabama, and Tennessee"
Sequoyah,occupation,Cherokee silversmith and blacksmith
Sequoyah,creator of,writing system for Cherokee language
Cherokee Phoenix,type,newspaper printed in English and Cherokee
John Ross,position of,Principal Chief of the Cherokees
Georgia,agreement year with federal government,1802
Indian Removal Act,year of passage,1830
Cherokee Nation v. Georgia,year decided,1831
John Marshall,position of,Chief Justice of the United States
Worcester v. Georgia,year decided,1832
Treaty of New Echota,year signed,1835
Trail of Tears,year occurred,1837
Maysville Turnpike Company,location,Kentucky
Andrew Jackson,action regarding Maysville Turnpike,veto of bill to buy stock
Maysville veto,year occurred,1830
Tariff of 1828,description,Tariff of Abominations
Tariff of 1832,type,tariff with modest reductions
John C. Calhoun,position of,Vice President under Andrew Jackson
John C. Calhoun,author of,Exposition and Protest (1828)
Exposition and Protest,year written,1828
Daniel Webster,position of,U.S. Senator from Massachusetts
Robert Y. Hayne,position of,U.S. Senator from South Carolina
Henry Clay,role as,Great Compromiser
Force Bill,year passed,1833
Henry Clay's tariff compromise,year proposed,1833
Whig Party,precipitating event,Bank War during Jackson administration
Second Bank of the United States,charter expiration year,1836
Nicholas Biddle,position of,President of the Second Bank of the United States
Nicholas Biddle,place of origin,Philadelphia
Andrew Jackson,term end year,1836
Andrew Jackson,nickname,Old Hickory
Martin Van Buren,collaborator of,Andrew Jackson
McCulloch v. Maryland,year of decision,1819
Osborn v. Bank of the United States,year of decision,1824
Presidential election of 1832,participant,Andrew Jackson
Presidential election of 1832,participant,Henry Clay
National Republicans,political affiliation of,Henry Clay
Daniel Webster,party affiliation,Whig Party
Henry Clay,party affiliation,Whig Party
Henry Clay,creator of,American System
