Sujeto,Relación,Objeto
Presbítero Manuel Mata,lugares de tránsito en exilio,Brasil y Lima
Vicario apostólico Juan Muzi,relación con,Obispo de Santiago José Santiago Rodríguez Zorrilla
Miguel Zañartu,destinatario de carta del 3 de mayo de 1824,Bernardo O'Higgins
Lotería de Valparaíso,fecha de decreto de establecimiento,11 de agosto de 1823
Lotería de Valparaíso,beneficiario posterior de productos,Hospicio de Santiago
Lotería de Valparaíso,fecha de supresión definitiva,20 de agosto de 1844
Terreno del Castillo de San José,uso posterior,"Edificios de aduana, intendencia y palacio de tribunales de Valparaíso"
Decreto de venta de haciendas del Bajo y Espejo,fecha de emisión,31 de julio de 1823
Hospital de San Juan de Dios,porcentaje a recibir perpetuamente por venta de haciendas,4 por ciento
Presbítero Nata,confinación decretada por,Freire
Presbítero Nata,fecha de decreto de confinación,agosto
Juan Crisóstomo Pérez,ocupación,clérigo
Juan Crisóstomo Pérez,lugar de arresto,recoleta dominicana
Juan Crisóstomo Pérez,caracterización política,enemigo acérrimo de la independencia nacional
obispado de Concepción,estado administrativo,vacante
José Miguel Infante,cargo designado,letrado asesor del vicario apostólico
José Miguel Infante,cualidad,hombre de gran probidad
José Miguel Infante,especialización,versado en la legislación civil
movimiento sedicioso,fecha de ocurrencia,19 de julio
decreto de libertad de imprenta,fecha de expedición,diez días después del 19 de julio
Giovanni Muzi,cargo,vicario apostólico
Giovanni Muzi,actitud hacia libertad de prensa,concepto desfavorable
José Santiago Rodríguez,cargo,obispo de esta diócesis
José Santiago Rodríguez,actitud política,oposición a la independencia nacional
José Santiago Rodríguez,título agregado,del consejo de su majestad
decreto de separación del obispo Rodríguez,fecha de expedición,2 de agosto
decreto de separación del obispo Rodríguez,autoridad emisora,director supremo
José Santiago Rodríguez,lugar de destino ordenado,Melipilla
José Ignacio Cienfuegos,cargo eclesiástico,dean
José Ignacio Cienfuegos,cargo designado,gobernador del obispado
Ramón Freire,cargo,director supremo
Ramón Freire,característica personal,corazón naturalmente bondadoso
José Santiago Rodríguez,sueldo anual,seis mil pesos
decreto sobre órdenes religiosas regulares,fecha,16 de agosto
decreto sobre órdenes religiosas regulares,disposición principal,todas las órdenes de los regulares estarán sujetas a los diocesanos
decreto sobre oraciones públicas,fecha de expedición,13 de septiembre
decreto de reforma de regulares,fecha de expedición,6 de septiembre
decreto de reforma de regulares,número de artículos,quince artículos
decreto de reforma de regulares,edad mínima para hábito religioso,veintiún años
decreto de reforma de regulares,edad mínima para votos de profesión sacerdotal,veinticinco años
decreto de reforma de regulares,número mínimo de religiosos profesos por convento,ocho religiosos profesos
decreto de reforma de regulares,pensión anual por sacerdote regular,doscientos pesos
decreto de reforma de regulares,pensión anual por corista,ciento cincuenta pesos
decreto de reforma de regulares,pensión anual por lego,cien pesos
decreto de reforma de regulares,frecuencia de provisión de hábito,cada dieciocho meses
ordenanza sobre secuestro de bienes,fecha de expedición,6 de septiembre
ordenanza sobre secuestro de bienes,carácter,reservada
decreto sobre temporalidades de regulares,fecha de expedición,2 de octubre
decreto sobre temporalidades de regulares,entidad encargada,directores de la caja nacional de descuentos
indulto apostólico sobre días festivos,fecha de expedición,10 de agosto
indulto apostólico sobre días festivos,emisor,vicario apostólico
indulto apostólico sobre días festivos,número de días festivos antes de reducción,diecisiete días festivos
indulto apostólico sobre días festivos,número de días de media fiesta antes de reducción,veintidós días
indulto apostólico sobre días festivos,número de días festivos después de reducción,doce días festivos
Gobierno de Chile en 1824,decreto de reducción de fiestas cívicas,9 de agosto
Vicario apostólico Muzi,cargo eclesiástico en,Chile
Obispo Rodríguez,cargo eclesiástico de,Obispo en Chile
Ministro Pinto,cargo ministerial en,Gobierno de Chile
Legación pontificia,ubicación en,Santiago de Chile
Comedia El falso nuncio de Portugal,año de impresión,1671
José de Cañizares,año de nacimiento,1676
Alonso Pérez de Saavedra,personaje histórico representado en,Comedia El falso nuncio de Portugal
Vicario apostólico Muzi,fecha de solicitud de pasaporte,24 de septiembre de 1824
Papa León XII,autor de,Encíclica del 24 de septiembre
Encíclica del 24 de septiembre,destinatarios,Arzobispos y obispos de América
Fernando VII,título de,Rey católico de las Españas
Director supremo Freire,cargo político de,Director Supremo de Chile
Ministro Benavente,cargo ministerial en,Gobierno de Chile
Canónigo José Ignacio Cienfuegos,cargo eclesiástico propuesto de,Obispo auxiliar de Santiago
Canónigo Salvador Andrade,cargo eclesiástico propuesto de,Obispo auxiliar de Concepción
Vicario apostólico Muzi,fecha de envío de pasaportes,7 de octubre de 1824
Canónigo Mastai,cargo eclesiástico posterior de,Papa Pío IX
Estanislao Lynch,ocupación,Comerciante argentino en Santiago
Estanislao Lynch,fecha de carta al General O'Higgins,15 de octubre de 1824
José Romero,cargo de,Oficial de ordenanza de la legación pontificia
José Romero,cargo militar anterior,Capitán del batallón de pardos
Legación pontificia,ubicación específica en Santiago,Plazuela de las Capuchinas
Vicario apostólico Muzi,fecha de partida de Santiago,19 de octubre de 1824
Vicario apostólico Muzi,fecha de permanencia en Valparaíso hasta,30 de octubre de 1824
Vice-almirante Blanco,destino de expedición,Perú
Gobierno de O'Higgins,medida adoptada,Prohibición de danzas grotescas en procesiones de bulas
Plenipotenciario Cienfuegos,año de instrucciones de misión,1821
Plenipotenciario Cienfuegos,destino de misión,Roma
Vicario apostólico Muzi,fecha de indulto sobre bulas,29 de octubre de 1824
Vicario apostólico Muzi,lugar de decreto de indulto,Valparaíso
Gobierno chileno,fecha de aprobación de supresión de bulas,10 de noviembre de 1825
Venta de bulas en el bienio 1809-1810,monto producido,más de 24000 pesos
Venta de bulas en el bienio 1823-1824,monto producido,10500 pesos
Ramo de rentas de bulas desde 1817 hasta 1824,monto producido en ocho años,41487 pesos
Bula pontificia de restablecimiento de bulas de cruzada,fecha,23 de junio de 1850
Bulas de cruzada en Chile,período de suspensión,veinticinco años
Gobierno de Chile,fecha de pase constitucional de bula pontificia,14 de enero de 1852
Vicario apostólico Muzi y comitiva,fecha de partida desde Valparaíso,30 de octubre de 1824
Vicario apostólico Muzi,medio de transporte,fragata piamontesa
Fragata piamontesa,destino de viaje,Génova con escala en Montevideo
Vicario apostólico Muzi,fecha de llegada a Montevideo,4 de diciembre de 1824
Carta del vicario Muzi,fecha de escritura,25 de enero de 1825
Carta del vicario Muzi,lugar de escritura,Montevideo
Carta del vicario Muzi,título,Carta encíclica del ilustrísimo i reverendísimo señor don Juan Muzi arzobispo de Filipos i vicario apostólico en su regreso del estado de Chile
Carta del vicario Muzi,lugar de publicación,Córdoba
Carta del vicario Muzi,editorial de publicación,imprenta de la Universidad
Carta del vicario Muzi,año de publicación,1825
Periódico El Solitario de Córdoba,redactor,cura doctor don Bernabé de Aguilar
Frai Francisco Castañeda,posible participante en,traducción del manuscrito del vicario apostólico
Supremo director Freire,fecha de mensaje al congreso nacional,4 de julio de 1826
Obra Della Storia della missione apostolica E al Chile,autor,secretario Guiseppe Sallusti
Obra Della Storia della missione apostolica E al Chile,lugar de publicación,Roma
Obra Della Storia della missione apostolica E al Chile,año de publicación,1827
Obra Della Storia della missione apostolica E al Chile,número de volúmenes publicados,cuatro
Obra La misión del vicario apostólico don Juan Muzi,autor,don Luis Barros Borgoño
Director Freire,decreto sobre guerra del Perú,31 de julio
Ministro Pinto,firmante de decreto,31 de julio
Ministro Pinto,destinatario de comunicación,coronel O'Leary
Ministro Pinto,fecha de comunicación a O'Leary,14 de agosto
Coronel O'Leary,cargo,agente confidencial de Bolívar en Chile
Coronel O'Leary,monto ofrecido en letras sobre Londres,doce mil pesos
Vice-almirante Blanco Encalada,colaborador,jeneral Zenteno
Jeneral Zenteno,cargo,gobernador de Valparaíso
Director Freire,fecha de traslado a Valparaíso,fines de octubre
Ministro Pinto,fecha de traslado a Valparaíso,fines de octubre
Primera división de escuadra chilena,fecha de partida desde Valparaíso,15 de noviembre
Primera división de escuadra chilena,comandante,vice-almirante Blanco
Fragata O'Higgins,comandante,Capitán de navío don Roberto Forster
Fragata O'Higgins,número de tripulación,386
Fragata O'Higgins,número de cañones,45
Corbeta Chacabuco,comandante,Capitán de fragata don Carlos García del Postigo
Corbeta Chacabuco,número de tripulación,84
Corbeta Chacabuco,número de cañones,20
Bergantín Galvarino,comandante,Capitán de corbeta don Guillermo Winter
Bergantín Galvarino,número de tripulación,83
Bergantín Galvarino,número de cañones,18
Goleta Maturana,comandante,Teniente don Servando Jordán
Goleta Maturana,número de tripulación,72
Goleta Maturana,número de cañones,9
Primera división de escuadra chilena,total de tripulación,625
Primera división de escuadra chilena,total de cañones,95
Segunda división de escuadra chilena proyectada,buques componentes,"fragata Lautaro, corbeta Independencia y goleta trasporte Mercedes"
Comunicaciones entre agente de Bolívar y gobierno de Chile,período,1 hasta 14 de agosto de 1824
Gobierno de O'Higgins,año de inicio de no obligatoriedad de compra de bulas,1817
Periódico Libertal Correo de Arauco,tema de publicación,misión del vicario Muzi
Periódico El Argos de Buenos Aires,tema de publicación,misión pontificia
Simón Bolívar,comandante en,Campaña de Junín
Batalla de Junín,fecha de,6 de agosto de 1824
Simón Bolívar,vencedor de,Batalla de Junín
Puerto del Callao,controlado por,Realistas
Escuadrilla independiente del Callao,comandante,Guise
Manuel Blanco Encalada,comandante de,Fragata O'Higgins
Fragata O'Higgins,puerto de salida,Valparaíso
Manuel Blanco Encalada,puerto de recalada para reparaciones,Coquimbo
Goleta Moctezuma,acompañante de,Fragata O'Higgins
Goleta Dolphin,nacionalidad,Estados Unidos
Manuel Blanco Encalada,puerto visitado,Arica
Manuel Blanco Encalada,puerto visitado,Quilca
Batalla de Ayacucho,fecha de,9 de diciembre de 1824
Manuel Blanco Encalada,fecha de llegada a Quilca,enero de 1825
Fragata mercante Ernestina,nacionalidad,Francia
Virrey La Serna,transporte a Francia en,Fragata mercante Ernestina
General Valdés,transporte a Francia en,Fragata mercante Ernestina
General Maroto,transporte a Francia en,Fragata mercante Ernestina
Goleta Moctezuma,destino,Norte del Perú
Corbeta Chacabuco,destino,Valparaíso
Bergantín Galvarino,destino,Mares de Chiloé
Fragata O'Higgins,fecha de fondeo en el Callao,10 de enero de 1825
Teniente coronel Pascual Bernedo,capturado cerca de,Nasca
Roberto Simpson,fecha de ataque nocturno,18 de enero de 1825
Manuel Blanco Encalada,cargo en el Perú,Mando de fuerzas navales
Manuel Blanco Encalada,investido por,Simón Bolívar
Plaza del Callao,sitiada por,División del ejército de Colombia
General José Carratalá,nacionalidad,España
Vicealmirante Manuel Blanco Encalada,nacionalidad,Chile
Manuel Blanco Encalada,período de mando del bloqueo del Callao,Hasta octubre de 1825
Ministro Hipólito Unanue,cargo en,Gobierno del Perú
Consejo gubernativo de Lima,fecha de oficio a Chile,2 de octubre de 1825
Bergantín Galvarino,fecha de encuentro con fragata Ernestina,12 de enero de 1825
Fragata Ernestina,altura de encuentro,Talcahuano
Capitán Winter,comandante de,Bergantín Galvarino
Virrey La Serna,condición tras Ayacucho,Prisionero
Antonio Quintanilla,cargo de,Gobernador del archipiélago de Chiloé
Ramón Freire,cargo de,Director Supremo de Chile
Ramón Freire,fecha de convocatoria a congreso,28 de agosto de 1824
Gobierno de Chile,fecha de decreto sobre sufragio,26 de agosto de 1824
Congreso General de Chile,lugar original de convocatoria,Quillota
Congreso General de Chile,fecha original de convocatoria,20 de octubre de 1824
Gobierno de Chile,fecha de decretos de traslado del congreso,20 y 22 de octubre de 1824
Congreso General de Chile,lugar definitivo de reunión,Santiago
Congreso General de Chile,fecha definitiva de apertura,15 de noviembre de 1824
Diputados con residencia en Santiago,monto de dieta,Cuatro pesos diarios
Congreso General de Chile,fecha de sesiones preparatorias,10 de noviembre de 1824
Congreso General de Chile,fecha de apertura solemne,22 de noviembre de 1824
Ramón Freire,cargo durante apertura del congreso,Director Supremo
