Sujeto,Relación,Objeto
indios peruanos,desertores de,expedición de Almagro en valle de Copiapó
Almagro,lugar de arribo,Puerto de Los Vilos o caleta vecina
Almagro,destino de marcha,Valle de Aconcagua
Pueblo de indios,nombre del lugar,Ramada
Almagro,lugar de recepción del mensajero,Pueblo de indios Ramada
Día de Ascensión,fecha de recepción del mensajero,4 de junio
Pascua de Pentecostés,fecha de celebración,4 de junio
Valle de Petorca,ubicación respecto a La Ligua,Cuatro jornadas antes de La Ligua
Señor del valle,lugar de gobierno,Valle de Aconcagua
Felipe (Felipillo),origen étnico,Indio peruano
Felipe (Felipillo),rol en expedición de Almagro,Intérprete
Felipe (Felipillo),lengua hablada,Español
Felipe (Felipillo),participación en proceso de,Atahualpa
Lengua peruana,ámbito de uso,Norte del territorio chileno
Felipillo,destino de fuga,Cuzco
Felipillo,forma de ejecución,Descuartizado
Gómez de Alvarado,parentesco con,Conquistador de Guatemala
Gómez de Alvarado,cargo militar,Capitán
Gómez de Alvarado,cantidad de jinetes bajo mando,Setenta
Gómez de Alvarado,cantidad de infantes bajo mando,Veinte
Gómez de Alvarado,dirección de exploración,Sur
Puerto,nombre dado por indios,Aliampo
Aliampo,nombre español dado,Valparaíso
Juan de Saavedra,lugar de origen,Sevilla
Juan de Saavedra,rol en exploración,Primer reconocedor del puerto Aliampo
Valle de Chile,río que riega,Río Aconcagua
Provincia de los Picones,río que baña,Río Maipo y afluentes del norte
Provincia de los Picones,ubicación respecto a Valle de Chile,Comarcana
Rui Díaz,lugar de desembarco,Chincha
Rui Díaz,cargo militar,Capitán
Rui Díaz,cantidad de soldados bajo mando,Ciento diez
Rui Díaz,acompañante en viaje,Hijo de Almagro
Hijo de Almagro,tipo de relación con Almagro,Único heredero
Gómez de Alvarado,distancia de exploración hacia el sur,Ciento cincuenta leguas
Gómez de Alvarado,duración de correría,Cerca de tres meses
Indios del sur de la región explorada,forma de organización social,aldeas miserables
Indios del sur de la región explorada,tipo de vestimenta,cueros de animales
Indios del sur de la región explorada,tipo de alimentación,raíces y yerbas
Indios del sur de la región explorada,práctica alimentaria,carne humana
Gómez de Alvarado,explorador de,territorio chileno
Exploración del territorio chileno por Gómez de Alvarado,período de ocurrencia,"meses junio, julio y agosto"
Almagro,cargo militar,capitán
Almagro,hijo,Diego de Almagro
Almagro,título real concedido,gobernación de la Nueva Toledo
El Cuzco,ubicación geográfica,límites de los dominios de Almagro
Rodrigo Orgóñez,lugar de servicio militar previo,guerras de Italia
Rodrigo Orgóñez,participante en,saco de Roma
Rodrigo Orgóñez,característica personal,lealtad a los Almagro
Rodrigo Orgóñez,cargo militar,capitán
Rodrigo Orgóñez,vecino de,Cuzco
Rodrigo Orgóñez,ruta seguida,mismo camino que Almagro
Rodrigo Orgóñez,lugar de obtención de víveres,altiplanicie del Collao
Altiplanicie del Collao,ubicación geográfica,orillas del lago Titicaca
Juan de Rada,compañero de,Alvarado en la conquista de Guatemala
Juan de Rada,lugar de llegada desde,Perú
Juan de Rada,cargo militar,capitán
Juan de Rada,característica personal,lealtad a Almagro
Hernando Pizarro,lugar de procedencia,España
Hernando Pizarro,portador de,despachos reales sobre límites de gobernaciones
Despachos reales traídos por Hernando Pizarro,contenido,límites de las gobernaciones de la Nueva Castilla y de la Nueva Toledo
Hernando Pizarro,cargo militar,mando de la plaza del Cuzco
Hernando Pizarro,entregador a Rada de,despachos reales de gobernador de la Nueva Toledo para Almagro
Rada,tamaño de columna militar,ochenta y ocho hombres
Rada,período de paso de los Andes,agosto de 1536
Copiapó,lugar de reunión,Rada y Orgóñez
Almagro,título real recibido,gobernador de la Nueva Toledo
Cristóbal de Sotelo,participación posterior,guerras civiles de los conquistadores del Perú
Hernando Pizarro,lugar de procedencia,España
Hernando Pizarro,fecha de arribo a ciudad mencionada,noviembre de 1535
Rada,lugar de partida,ciudad mencionada
Rada,fecha de partida,principios de enero de 1536
inca Manco,líder de,indios rebelados
Diego de Almagro,objeto de disputa territorial con,Pizarros
ejército de Almagro,lugar de reunión,aquellos lugares mencionados
ejército de Almagro,fecha de preparación para partida,antes de fines de septiembre
camino por cordilleras de Copiapó,ruta hacia,Cuzco
camino por valles de Chicoana y Jujuy,ruta hacia,Cuzco
capitán Rui Díaz,recorrido desde,Chincha hasta valle de Chile
desiertos de Atacama y Tarapacá,ubicación geográfica en ruta,entre valle de Chile y Arequipa
conquistadores españoles del siglo XVI,creencia religiosa sobre su misión,misión divina de propagación de fe de Cristo
Papa,rol de autorización a,conquistadores españoles para tiranizar infieles
Almagro,estrategia de marcha,grupos de seis o ocho individuos
capitán Francisco Noguerol de Ulloa,número de hombres bajo mando,ochenta hombres
Francisco Noguerol de Ulloa,medio de transporte,buque venido del Perú
Almagro,acto de generosidad,condonación de deudas a soldados
Almagro,monto de condonación de deudas,ciento cincuenta mil pesos de oro
Orgíñez,posición en marcha,vanguardia
Almagro,fecha de llegada a Atacama,mediados de octubre
Orgíñez,lugar de espera a Almagro,pueblo de Atacama
Noguerol de Ulloa,lugar de espera a Almagro,pueblo de Atacama
ejército de Almagro,días de descanso en Atacama,dieciocho días
Almagro y compañeros,fecha de llegada a Arequipa,principios de 1537
Almagro,pérdida de caballos en travesía de desiertos,treinta caballos
Almagro,pérdida de cristianos en travesía de desiertos,ninguno
Cuzco,situación militar,sitiado por ejército de indios
inca Manco,comandante de,ejército de indios que sitió Cuzco
Cuzco,fecha de inicio de sitio,desde febrero de 1536
gobernador Pizarro,ubicación durante crisis,Lima
Pizarro,solicitud de socorros a,Panamá y Nicaragua
Almagro,tipo de tropas bajo mando,cuerpo de excelentes tropas
Pizarro,relación con Almagro,rivalidad y encono
Almagro,actuación en sitio del Cuzco,levantamiento del sitio
Almagro,prisioneros capturados,Hernando Pizarro y Gonzalo Pizarro
batalla de Las Salinas,ubicación geográfica,inmediaciones del Cuzco
batalla de Las Salinas,fecha de ocurrencia,6 de abril de 1538
Almagro,fecha de ejecución,8 de julio de 1538
Hernando Pizarro,ordenador de ejecución de,Almagro
Almagro,método de ejecución,garrote en calabozo y decapitación en plaza pública
Almagro,rol histórico,primer explorador del territorio chileno
hijo de Almagro,fecha de ejecución,1542
hijo de Almagro,lugar de ejecución,Cuzco
Francisco Pizarro,víctima de,guerras civiles entre conquistadores
manuscrito Conquista i población del Perú,característica de autoría,anónimo
manuscrito Conquista i población del Perú,lugar de conservación,Archivo de Indias
Juan Bautista Muñoz,año de copia de manuscrito,1782
Prescott,obra histórica,Historia de la conquista del Perú
Prescott,nacionalidad,estadounidense
Diego Barros Arana,año de copia de manuscrito,1859
manuscrito Conquista i población del Perú,extensión de relato de campaña de Chile,seis páginas incompletas
Antonio de Herrera,profesión,cronista
Cristóbal de Molina,posible autor de,manuscrito Conquista i población del Perú
Cristóbal de Molina,profesión religiosa,clérigo
Cristóbal de Molina,participación en expedición,campaña de Chile con Almagro
Cristóbal de Molina,año de residencia en Santiago,1578
Cristóbal de Molina,estado mental en 1578,completa demencia
Cristóbal de Molina,fecha de carta al Rey,julio de 1539
Cristóbal de Molina,lugar de envío de carta,Lima
Cristóbal de Molina,contenido de envío,mapa de territorio desde Tumbes hasta Maule
manuscrito Relación de las fábulas i costumbres religiosas de los Incas,autor,Cristóbal de Molina
manuscrito Relación de las fábulas i costumbres religiosas de los Incas,ubicación,Biblioteca Nacional de Madrid tomo B. 135
C R. Markham,labor editorial,traducción al inglés de manuscrito de Cristóbal de Molina
traducción de manuscrito de Molina,fecha de publicación,1873
traducción de manuscrito de Molina,lugar de publicación,Londres
traducción de manuscrito de Molina,entidad publicadora,sociedad Hakluyt
Cristóbal de Molina del Cuzco,orden religiosa,hábito de San Pedro
Cristóbal de Molina del Cuzco,competencia lingüística,perito en lengua del Perú
Cristóbal de Molina del Cuzco,lugar de residencia en 1572,Cuzco
Cristóbal de Molina del Cuzco,rol sacerdotal con,inca Tupac Amaru
Tristán Sánchez,autor de,historia del Gobierno del virrey Toledo
historia del Gobierno del virrey Toledo,publicada en,tomo 8 de la Colección de Torres de Mendoza
Gonzalo Fernández de Oviedo,autor de,Historia jeneral de las Indias
Historia jeneral de las Indias,año de publicación,1855
expedición de Diego de Almagro a Chile,materia de,capítulos del libro 47 de Historia jeneral de las Indias
Crónica del reino de Chile,autor,capitán don Pedro Mariño de Lobera
Crónica del reino de Chile,fecha de escritura,fines del siglo XVI
padre jesuita Bartolomé de Escobar,rol en,retocador de la redacción de Crónica del reino de Chile
Crónica del reino de Chile,año de primera publicación,1865
Crónica del reino de Chile,lugar de primera publicación,Santiago
clérigo Molina,rol de,compañero de Almagro
capitán Pedro Gómez,rol de,compañero de Almagro
Antonio de Herrera,autor de,Historia general de los hechos de los castellanos
Antonio de Herrera,cargo de,Cronista de Indias
Antonio de Herrera,período en cargo de Cronista de Indias,1596 a 1625
Historia general de los hechos de los castellanos,fecha de escritura,1601-1615
Pedro Cieza de León,autor de,crónica manuscrita sobre la conquista del Perú
Pedro Cieza de León,autor de,descripción del Perú
don Manuel de Mendiburu,autor de,Diccionario histórico y biográfico del Perú
Diccionario histórico y biográfico del Perú,lugar de publicación,Lima
Diccionario histórico y biográfico del Perú,año de publicación,1874
don Sebastián Lorente,autor de,Historia de la conquista del Perú
Historia de la conquista del Perú,lugar de publicación,Lima
Historia de la conquista del Perú,año de publicación,1861
don Miguel Luis Amunátegui,autor de,Descubrimiento y conquista de Chile
señor Burmeister,autor de,Description physique de la République Argentine
cuarta parte de la crónica de Cieza de León,año de publicación,1877
cuarta parte de la crónica de Cieza de León,lugar de publicación,Madrid
cuarta parte de la crónica de Cieza de León,publicada en,tomo 68 de la Colección de libros raros o curiosos que tratan de España
cuarta parte de la crónica de Cieza de León,título de publicación,Las guerras civiles del Perú
Pedro de Valdivia,destinatario de facultades de,Francisco Pizarro para la conquista de Chile
Pedro Sancho de Hoz,relación con,Pedro de Valdivia en compañía para la conquista de Chile
Pedro de Valdivia,lugar de salida hacia Chile,Cuzco
Pedro de Valdivia,fundador de,ciudad de Santiago
ciudad de Santiago,ubicación de fundación,valle del Mapocho
Gonzalo Fernández de Oviedo,autor de,dos cartas escritas en Santo Domingo
dos cartas de Oviedo escritas en Santo Domingo,publicadas en,tomo III de Colección de Torres de Mendoza
Pedro Anzúrez Enriquez de Camporredondo,nombre abreviado,Peranzúrez
Pedro Anzúrez Enriquez de Camporredondo,cargo de,capitán de confianza de Francisco Pizarro
Pedro Anzúrez Enriquez de Camporredondo,año de vuelta al Perú,fines de 1537
don Alonso Enríquez de Guzmán,autor de,libro inédito citado sobre expediente contra Almagro
Francisco Caro de Torres,autor de,Historia de las órdenes militares
Historia de las órdenes militares,lugar de publicación,Madrid
Historia de las órdenes militares,año de publicación,1629
don Fernando Pizarro Orellana,autor de,Varones del nuevo mundo
Varones del nuevo mundo,lugar de publicación,Madrid
Varones del nuevo mundo,año de publicación,1630
Antonio de Herrera,autor de,"capítulo 11, libro III, década VI de su Historia general"
Pedro de Valdivia,autor de,carta a Carlos V de 15 de octubre de 1550
cédula real dada en Monzón,año de expedición,1537
cédula real dada en Monzón,destinatario,Francisco Pizarro (el marqués)
cédula real dada en Monzón,contenido sobre,orden de poblar y conquistar y gobernar el Nuevo Toledo y las provincias de Chile
Pedro de Valdivia,lugar de origen,villa de Castuera en Serena de Extremadura
Pedro de Valdivia,tipo de familia,familia de hidalgos pobres
Pedro de Valdivia,fecha de servicio militar en Flandes,1521
Pedro de Valdivia,lugar de servicio bajo Carlos V,Flandes
Pedro de Valdivia,comandante militar bajo,Próspero Colona
Pedro de Valdivia,comandante militar bajo,marqués de Pescara
Pedro de Valdivia,participante de,batalla de Pavia
Pedro de Valdivia,año de partida a América,1535
Pedro de Valdivia,cónyuge,doña Marina Ortiz de Gaete
Pedro de Valdivia,lugar de matrimonio,Salamanca
Pedro de Valdivia,destino en América,provincia de Paria en Venezuela
Carlos V,lugar de residencia en agosto de 1537,Monzón
Carlos V,convocador de,"cortes de Aragón, Valencia y Cataluña"
Pedro de Valdivia,fecha de llegada al Perú,fines de 1536
Pedro de Valdivia,cargo militar en el Perú,Maestre de Campo
Pedro de Valdivia,comandante militar bajo en el Perú,Francisco Pizarro
